Time,event_type,data.policy_id,data.policy_action,data.policy_name,data.risk_level,data.risk_score,data.rule_id,data.rule_name,data.userid,time,data.decision_decisionCode,data.applicationid,data.applicationname,year,month,day
"Jul 12, 2023 @ 22:51:22.772",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 12, 2023 @ 22:51:22.772",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 20:54:43.639",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 12, 2023 @ 20:54:43.639",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 20:51:27.720",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 12, 2023 @ 20:51:27.720",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 20:50:18.223",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 12, 2023 @ 20:50:18.223",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:52:26.228",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 12, 2023 @ 19:52:26.228",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:50:35.790",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 12, 2023 @ 19:50:35.790",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:32:02.162",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 12, 2023 @ 19:32:02.162",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:31:39.493",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 12, 2023 @ 19:31:39.493",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:23:38.693",adaptive_risk,36318,ACTION_ALLOW,MyApplication Secured by Adaptive,LOW,150,1634034549916,Adaptive access,userid010,"Jul 12, 2023 @ 19:23:38.693",TRUSTEER_OK,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:23:18.320",adaptive_risk,36318,ACTION_ALLOW,MyApplication Secured by Adaptive,LOW,100,1634034549916,Adaptive access,userid011,"Jul 12, 2023 @ 19:23:18.320",TRUSTEER_OK,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:18:19.352",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid012,"Jul 12, 2023 @ 19:18:19.352",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:17:57.803",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid012,"Jul 12, 2023 @ 19:17:57.803",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:16:13.242",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 12, 2023 @ 19:16:13.242",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:15:48.014",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 12, 2023 @ 19:15:48.014",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:14:17.970",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 12, 2023 @ 19:14:17.970",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:13:56.212",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 12, 2023 @ 19:13:56.212",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:13:30.724",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 12, 2023 @ 19:13:30.724",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 19:13:05.221",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 12, 2023 @ 19:13:05.221",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 18:15:19.110",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 12, 2023 @ 18:15:19.110",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 18:14:44.521",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 12, 2023 @ 18:14:44.521",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 17:24:26.685",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 12, 2023 @ 17:24:26.685",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 17:24:05.655",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 12, 2023 @ 17:24:05.655",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 15:52:03.143",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 12, 2023 @ 15:52:03.143",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 15:40:26.855",adaptive_risk,36318,ACTION_ALLOW,MyApplication Secured by Adaptive,HIGH,400,1634034549916,Adaptive access,userid009,"Jul 12, 2023 @ 15:40:26.855",TRUSTEER_OK,5039230433596710000,MyApplication,2023,7,12
"Jul 12, 2023 @ 15:39:53.169",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,400,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 12, 2023 @ 15:39:53.169",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,12
"Jul 11, 2023 @ 20:34:49.652",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 11, 2023 @ 20:34:49.652",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 20:33:38.952",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 11, 2023 @ 20:33:38.952",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 17:03:20.778",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,400,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 17:03:20.778",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 17:02:46.010",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,400,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 17:02:46.010",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 16:56:20.905",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 16:56:20.905",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 16:55:39.746",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 16:55:39.746",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 16:54:43.843",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,400,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 16:54:43.843",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 16:49:50.831",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 16:49:50.831",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 16:49:21.659",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,400,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 16:49:21.659",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 16:48:57.586",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,400,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 16:48:57.586",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 16:42:42.761",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 11, 2023 @ 16:42:42.761",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 16:42:20.666",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid005,"Jul 11, 2023 @ 16:42:20.666",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:51:11.088",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 15:51:11.088",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:50:12.548",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 15:50:12.548",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:49:30.967",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 15:49:30.967",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:48:20.695",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,400,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 15:48:20.695",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:32:29.003",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 15:32:29.003",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:31:56.940",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,400,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 15:31:56.940",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:30:52.670",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 15:30:52.670",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:30:23.039",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 15:30:23.039",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:29:58.162",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 15:29:58.162",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:29:37.287",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 15:29:37.287",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:28:59.033",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,400,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 11, 2023 @ 15:28:59.033",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:25:40.149",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid008,"Jul 11, 2023 @ 15:25:40.149",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:23:07.201",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid008,"Jul 11, 2023 @ 15:23:07.201",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:21:08.914",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 11, 2023 @ 15:21:08.914",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:20:32.778",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 11, 2023 @ 15:20:32.778",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 15:20:08.195",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 11, 2023 @ 15:20:08.195",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,11
"Jul 11, 2023 @ 03:37:11.718",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid003,"Jul 11, 2023 @ 03:37:11.718",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 11, 2023 @ 03:36:44.792",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,150,1658497895297,MyApplication_ISV_USER Allow with MFA,userid003,"Jul 11, 2023 @ 03:36:44.792",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 11, 2023 @ 03:35:17.589",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 11, 2023 @ 03:35:17.589",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 11, 2023 @ 03:34:40.261",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 11, 2023 @ 03:34:40.261",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 11, 2023 @ 02:42:09.287",adaptive_risk,36318,ACTION_ALLOW,MyApplication Secured by Adaptive,LOW,100,1634034549916,Adaptive access,userid013,"Jul 11, 2023 @ 02:42:09.287",TRUSTEER_OK,5039230433596710000,MyApplication,2023,7,10
"Jul 11, 2023 @ 02:41:57.544",adaptive_risk,36318,ACTION_ALLOW,MyApplication Secured by Adaptive,LOW,100,1634034549916,Adaptive access,userid014,"Jul 11, 2023 @ 02:41:57.544",TRUSTEER_OK,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 22:11:28.548",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 10, 2023 @ 22:11:28.548",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 22:11:02.175",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 10, 2023 @ 22:11:02.175",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 22:09:43.586",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 10, 2023 @ 22:09:43.586",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:52:36.968",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 10, 2023 @ 16:52:36.968",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:50:18.444",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,400,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 10, 2023 @ 16:50:18.444",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:48:40.242",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 10, 2023 @ 16:48:40.242",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:47:15.639",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 10, 2023 @ 16:47:15.639",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:46:18.570",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,400,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 10, 2023 @ 16:46:18.570",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:42:08.989",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 10, 2023 @ 16:42:08.989",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:41:43.715",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid001,"Jul 10, 2023 @ 16:41:43.715",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:39:54.932",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 10, 2023 @ 16:39:54.932",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:39:28.994",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid002,"Jul 10, 2023 @ 16:39:28.994",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:37:04.023",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid012,"Jul 10, 2023 @ 16:37:04.023",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:36:28.503",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid012,"Jul 10, 2023 @ 16:36:28.503",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:35:52.359",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,HIGH,420,1658497895297,MyApplication_ISV_USER Allow with MFA,userid012,"Jul 10, 2023 @ 16:35:52.359",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:31:16.139",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 10, 2023 @ 16:31:16.139",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:30:48.579",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,75,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 10, 2023 @ 16:30:48.579",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:30:17.294",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,MEDIUM,340,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 10, 2023 @ 16:30:17.294",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:28:08.236",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 10, 2023 @ 16:28:08.236",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:27:41.954",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 10, 2023 @ 16:27:41.954",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:24:05.745",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 10, 2023 @ 16:24:05.745",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:23:38.981",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 10, 2023 @ 16:23:38.981",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:23:14.966",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 10, 2023 @ 16:23:14.966",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 10, 2023 @ 16:22:42.220",adaptive_risk,36318,ACTION_MFA_ALWAYS,MyApplication Secured by Adaptive,LOW,100,1658497895297,MyApplication_ISV_USER Allow with MFA,userid009,"Jul 10, 2023 @ 16:22:42.220",CUSTOM_ATTRIBUTES_DETECTED,5039230433596710000,MyApplication,2023,7,10
"Jul 7, 2023 @ 22:10:01.302",adaptive_risk,36318,ACTION_ALLOW,MyApplication Secured by Adaptive,LOW,100,1634034549916,Adaptive access,userid002,"Jul 7, 2023 @ 22:10:01.302",TRUSTEER_OK,5039230433596710000,MyApplication,2023,7,7
